HourUTC,ActualPriceDKK,ForecastedPriceDKK,PersistenceForecastDKK
2023-12-02 00:00:00,765.57,777.40155,764.24
2023-12-02 01:00:00,754.83,787.82745,738.75
2023-12-02 02:00:00,737.24,794.20325,714.75
2023-12-02 03:00:00,730.3,787.8582,716.16
2023-12-02 04:00:00,729.33,780.4927,762.53
2023-12-02 05:00:00,737.54,775.6426,900.74
2023-12-02 06:00:00,781.89,776.12823,1140.33
2023-12-02 07:00:00,897.15,812.5883,1538.48
2023-12-02 08:00:00,954.4,933.1516,1700.47
2023-12-02 09:00:00,976.77,986.68365,1644.93
2023-12-02 10:00:00,949.63,1005.68896,1630.84
2023-12-02 11:00:00,906.39,980.10956,1532.37
2023-12-02 12:00:00,854.21,944.32556,1336.09
2023-12-02 13:00:00,883.58,898.6587,1334.15
2023-12-02 14:00:00,920.86,938.3953,1511.94
2023-12-02 15:00:00,967.6,974.07227,1789.18
2023-12-02 16:00:00,1073.84,1004.1967,2005.43
2023-12-02 17:00:00,1080.69,1098.3038,1763.83
2023-12-02 18:00:00,965.89,1078.2653,1268.85
2023-12-02 19:00:00,913.4,930.812,1069.44
2023-12-02 20:00:00,856.07,875.3762,932.79
2023-12-02 21:00:00,819.17,820.0036,882.62
2023-12-02 22:00:00,790.32,785.78235,806.06
2023-12-02 23:00:00,807.41,767.7501,784.43
2023-12-03 00:00:00,765.52,800.7706,765.57
2023-12-03 01:00:00,744.64,759.3686,754.83
2023-12-03 02:00:00,735.25,747.12366,737.24
2023-12-03 03:00:00,705.43,748.82587,730.3
2023-12-03 04:00:00,683.8,723.6497,729.33
2023-12-03 05:00:00,662.48,700.42694,737.54
2023-12-03 06:00:00,686.86,680.0156,781.89
2023-12-03 07:00:00,723.32,710.50287,897.15
2023-12-03 08:00:00,746.65,746.5497,954.4
2023-12-03 09:00:00,782.51,767.9304,976.77
2023-12-03 10:00:00,783.33,802.56976,949.63
2023-12-03 11:00:00,772.97,797.0771,906.39
2023-12-03 12:00:00,763.88,781.62103,854.21
2023-12-03 13:00:00,787.88,778.68884,883.58
2023-12-03 14:00:00,878.46,807.02637,920.86
2023-12-03 15:00:00,933.41,898.64215,967.6
2023-12-03 16:00:00,982.02,948.5182,1073.84
2023-12-03 17:00:00,985.75,990.5115,1080.69
2023-12-03 18:00:00,939.9,976.28845,965.89
2023-12-03 19:00:00,837.46,917.77466,913.4
2023-12-03 20:00:00,760.07,810.2285,856.07
2023-12-03 21:00:00,738.75,738.6519,819.17
2023-12-03 22:00:00,679.33,734.12164,790.32
2023-12-03 23:00:00,716.98,680.2884,807.41
2023-12-04 00:00:00,689.55,729.6045,765.52
2023-12-04 01:00:00,674.41,706.7731,744.64
2023-12-04 02:00:00,656.97,691.0061,735.25
2023-12-04 03:00:00,660.39,674.6655,705.43
2023-12-04 04:00:00,708.18,681.47,683.8
2023-12-04 05:00:00,796.38,725.1393,662.48
2023-12-04 06:00:00,1483.84,809.2838,686.86
2023-12-04 07:00:00,1756.56,1567.9453,723.32
2023-12-04 08:00:00,1763.12,1736.6166,746.65
2023-12-04 09:00:00,1538.26,1625.073,782.51
2023-12-04 10:00:00,1238.26,1359.8895,783.33
2023-12-04 11:00:00,1193.38,1065.6344,772.97
2023-12-04 12:00:00,1245.04,1075.7736,763.88
2023-12-04 13:00:00,1304.98,1167.6086,787.88
2023-12-04 14:00:00,1563.83,1254.7272,878.46
2023-12-04 15:00:00,1958.74,1549.4576,933.41
2023-12-04 16:00:00,1538.41,1974.3667,982.02
2023-12-04 17:00:00,1373.95,1402.7305,985.75
2023-12-04 18:00:00,1126.13,1254.0284,939.9
2023-12-04 19:00:00,928.12,1024.9688,837.46
2023-12-04 20:00:00,808.61,819.3236,760.07
2023-12-04 21:00:00,765.59,720.20105,738.75
2023-12-04 22:00:00,706.69,711.8897,679.33
2023-12-04 23:00:00,699.05,679.4548,716.98
2023-12-05 00:00:00,677.13,699.55646,689.55
2023-12-05 01:00:00,659.6,704.41626,674.41
2023-12-05 02:00:00,652.67,711.6958,656.97
2023-12-05 03:00:00,660.28,706.259,660.39
2023-12-05 04:00:00,703.22,707.6918,708.18
2023-12-05 05:00:00,825.57,747.64954,796.38
2023-12-05 06:00:00,1395.63,871.8225,1483.84
2023-12-05 07:00:00,2475.29,1483.6055,1756.56
2023-12-05 08:00:00,1864.52,2616.1597,1763.12
2023-12-05 09:00:00,1863.1,1585.6501,1538.26
2023-12-05 10:00:00,1513.13,1677.7992,1238.26
2023-12-05 11:00:00,1400.55,1350.2048,1193.38
2023-12-05 12:00:00,1407.11,1269.3956,1245.04
2023-12-05 13:00:00,1485.1,1318.7153,1304.98
2023-12-05 14:00:00,1691.99,1424.7529,1563.83
2023-12-05 15:00:00,1682.97,1660.478,1958.74
2023-12-05 16:00:00,1286.85,1614.8643,1538.41
2023-12-05 17:00:00,1127.97,1175.2439,1373.95
2023-12-05 18:00:00,1067.58,1056.6821,1126.13
2023-12-05 19:00:00,959.03,1018.54803,928.12
2023-12-05 20:00:00,878.5,880.963,808.61
2023-12-05 21:00:00,831.68,815.22296,765.59
2023-12-05 22:00:00,770.02,780.019,706.69
2023-12-05 23:00:00,725.5,731.3424,699.05
2023-12-06 00:00:00,707.16,703.74786,677.13
2023-12-06 01:00:00,698.29,711.0951,659.6
2023-12-06 02:00:00,694.86,720.903,652.67
2023-12-06 03:00:00,692.02,738.2373,660.28
2023-12-06 04:00:00,710.74,746.235,703.22
2023-12-06 05:00:00,797.3,770.1776,825.57
2023-12-06 06:00:00,1022.53,859.01013,1395.63
2023-12-06 07:00:00,1282.28,1095.1473,2475.29
2023-12-06 08:00:00,1278.77,1334.9858,1864.52
2023-12-06 09:00:00,1151.73,1269.4071,1863.1
2023-12-06 10:00:00,1117.44,1110.2555,1513.13
2023-12-06 11:00:00,1116.02,1096.4294,1400.55
2023-12-06 12:00:00,1077.33,1105.1947,1407.11
2023-12-06 13:00:00,1073.3,1065.4648,1485.1
2023-12-06 14:00:00,1099.92,1069.887,1691.99
2023-12-06 15:00:00,1222.71,1109.712,1682.97
2023-12-06 16:00:00,1327.61,1243.7823,1286.85
2023-12-06 17:00:00,1232.25,1342.3899,1127.97
2023-12-06 18:00:00,1117.81,1204.2806,1067.58
2023-12-06 19:00:00,968.55,1075.733,959.03
2023-12-06 20:00:00,862.46,922.601,878.5
2023-12-06 21:00:00,800.2,819.10455,831.68
2023-12-06 22:00:00,748.83,769.8406,770.02
2023-12-06 23:00:00,739.57,735.22485,725.5
2023-12-07 00:00:00,729.51,747.88574,707.16
2023-12-07 01:00:00,722.12,759.9137,698.29
2023-12-07 02:00:00,684.47,767.4578,694.86
2023-12-07 03:00:00,670.38,735.13196,692.02
2023-12-07 04:00:00,704.75,725.1065,710.74
2023-12-07 05:00:00,869.14,763.12305,797.3
2023-12-07 06:00:00,978.29,933.3476,1022.53
2023-12-07 07:00:00,1118.3,1022.1058,1282.28
2023-12-07 08:00:00,1026.6,1139.7433,1278.77
2023-12-07 09:00:00,1001.7,1008.5972,1151.73
2023-12-07 10:00:00,1030.1,978.06573,1117.44
2023-12-07 11:00:00,1028.76,1023.4861,1116.02
2023-12-07 12:00:00,1031.45,1026.3435,1077.33
2023-12-07 13:00:00,1029.43,1032.9493,1073.3
2023-12-07 14:00:00,1028.99,1036.5312,1099.92
2023-12-07 15:00:00,998.05,1038.236,1222.71
2023-12-07 16:00:00,958.68,1001.80774,1327.61
2023-12-07 17:00:00,897.25,955.71295,1232.25
2023-12-07 18:00:00,776.4,887.9816,1117.81
2023-12-07 19:00:00,748.22,758.5036,968.55
2023-12-07 20:00:00,723.17,737.25586,862.46
2023-12-07 21:00:00,718.84,719.7494,800.2
2023-12-07 22:00:00,649.21,719.3142,748.83
2023-12-07 23:00:00,649.24,645.8938,739.57
2023-12-08 00:00:00,620.69,654.1908,729.51
2023-12-08 01:00:00,607.05,633.5276,722.12
2023-12-08 02:00:00,592.81,622.8538,684.47
2023-12-08 03:00:00,596.39,615.70544,670.38
2023-12-08 04:00:00,648.87,627.5856,704.75
2023-12-08 05:00:00,743.17,684.4186,869.14
2023-12-08 06:00:00,799.83,779.0112,978.29
2023-12-08 07:00:00,839.79,821.59576,1118.3
2023-12-08 08:00:00,883.55,853.0456,1026.6
2023-12-08 09:00:00,885.26,886.98535,1001.7
2023-12-08 10:00:00,879.82,886.0798,1030.1
2023-12-08 11:00:00,869.68,872.50806,1028.76
2023-12-08 12:00:00,833.3,848.9574,1031.45
2023-12-08 13:00:00,841.43,814.15485,1029.43
2023-12-08 14:00:00,862.9,821.3684,1028.99
2023-12-08 15:00:00,845.0,853.20636,998.05
2023-12-08 16:00:00,876.91,837.4159,958.68
2023-12-08 17:00:00,862.9,875.1268,897.25
2023-12-08 18:00:00,768.07,852.1707,776.4
2023-12-08 19:00:00,707.46,743.57324,748.22
2023-12-08 20:00:00,614.58,680.8671,723.17
2023-12-08 21:00:00,545.84,596.8518,718.84
2023-12-08 22:00:00,527.13,539.887,649.21
2023-12-08 23:00:00,708.24,539.02136,649.24
2023-12-09 00:00:00,634.44,753.3052,620.69
2023-12-09 01:00:00,592.61,662.07666,607.05
2023-12-09 02:00:00,544.75,607.42444,592.81
2023-12-09 03:00:00,526.04,569.703,596.39
2023-12-09 04:00:00,544.3,557.737,648.87
2023-12-09 05:00:00,566.89,579.0146,743.17
2023-12-09 06:00:00,614.31,602.0234,799.83
2023-12-09 07:00:00,633.17,648.9466,839.79
2023-12-09 08:00:00,682.0,664.2311,883.55
2023-12-09 09:00:00,675.29,718.12225,885.26
2023-12-09 10:00:00,675.74,708.84106,879.82
